Expt Accession	TF-Target	Target	Tissue	Cell line	Cell type	Generic peak name	New Peak Name
GSE42566	RING1B	Anti-RING1B [rabbit, Cell Signaling, cat# 5694, lot# 1]	-	DU145 prostate cancer cells	-	GSE42566_Anti-RING1B_rabbit_Cell_Signaling_cat#_5694_lot#_1	GSE42566_RING1B
GSE42575	RUNX1	RUNX1	-	Jurkat Trex (Invitrogen)	-	GSE42575_RUNX1	GSE42575_RUNX1
GSE42728	p53	p53 antibody	-	IMR90	Human Fetal Lung Fibroblast cell line	GSE42728_p53_antibody	GSE42728_p53
GSE42951	CENP-A	CENP-A	-	eCenH3 HeLa S3	Cervical cancer	GSE42951_CENP-A	GSE42951_CENP-A
GSE42958	c-MYC	Anti-c-Myc; Sigma, Cat#: A7470-1ML	-	HEK293T	-	GSE42958_Anti-c-Myc_Sigma_Cat#_A7470-1ML	GSE42958_c-Myc
GSE43070	CTCF	CTCF	-	-	-	GSE43070_CTCF	GSE43070_CTCF
GSE43070	NF-kB_p65	NF-κB p65	-	-	-	GSE43070_NF-κB_p65	GSE43070_NF-kB_p65
GSE43070	p300	p300	-	-	-	GSE43070_p300	GSE43070_p300
GSE43098	CTCF	CTCF	-	-	Monocyte-derived macrophage	GSE43098_CTCF	GSE43098_CTCF
GSE43109	HIF1a	HIF1a	-	-	-	GSE43109_HIF1a	GSE43109_HIF1a
GSE43109	HIF2a	HIF2a	-	-	-	GSE43109_HIF2a	GSE43109_HIF2a
GSE43111	p63	anti-p63	-	EPT1 cells	prostate cell model	GSE43111_anti-p63	GSE43111_p63
GSE43119	ETS1	ETS1	-	-	Input control	GSE43119_ETS1	GSE43119_ETS1
GSE43119	FOXP3	FOXP3	-	-	Input control	GSE43119_FOXP3	GSE43119_FOXP3
GSE43119	RUNX1	RUNX1	-	-	Input control	GSE43119_RUNX1	GSE43119_RUNX1
GSE43119	STAT5	STAT5	-	-	Input control	GSE43119_STAT5	GSE43119_Stat5
GSE43227	MAX	anti-Max	-	HeLa	-	GSE43227_anti-Max	GSE43227_MAX
GSE43227	Myc	anti-Myc	-	HeLa	-	GSE43227_anti-Myc	GSE43227_Myc
GSE43350	BCL6	BCL6	-	Germinal center B cells	-	GSE43350_BCL6	GSE43350_BCL6
GSE43350	BCOR	BCOR	-	Germinal center B cells	-	GSE43350_BCOR	GSE43350_BCOR
GSE43350	SMRT	SMRT	-	Germinal center B cells	-	GSE43350_SMRT	GSE43350_SMRT
GSE43539	TAF3	Polyclonal antisera raised against amino acid residues 290-389 of the human TAF3 protein	-	HCT116 cells	colorectal carcinoma	GSE43539_Polyclonal_antisera_raised_against_amino_acid_residues_290-389_of_the_human_TAF3_protein	GSE43539_TAF3
GSE43542	TAF3	Polyclonal antisera raised against amino acid residues 290-389 of the human TAF3 protein	-	HCT116 cells	colorectal carcinoma	GSE43542_Polyclonal_antisera_raised_against_amino_acid_residues_290-389_of_the_human_TAF3_protein	GSE43542_TAF3
GSE43625	GATA1	GATA1	-	-	-	GSE43625_GATA1	GSE43625_GATA1
GSE43625	KLF1	KLF1	-	-	-	GSE43625_KLF1	GSE43625_KLF1
GSE43625	NFE2	NFE2	-	-	-	GSE43625_NFE2	GSE43625_NFE2
GSE43625	p300	p300	-	-	-	GSE43625_p300	GSE43625_p300
GSE43626	GATA1	GATA1	-	-	R3/R4 Erythroid cells	GSE43626_GATA1	GSE43626_GATA1
GSE43626	KLF1	KLF1	-	-	R3/R4 Erythroid cells	GSE43626_KLF1	GSE43626_KLF1
GSE43626	NFE2	NFE2	-	-	R3/R4 Erythroid cells	GSE43626_NFE2	GSE43626_NFE2
GSE43626	p300	p300	-	-	R3/R4 Erythroid cells	GSE43626_p300	GSE43626_p300
GSE43720	AR	anti-AR	-	LNCaP	-	GSE43720_anti-AR	GSE43720_AR
GSE43743	BRD2	BRD2	-	MM1.S	Multiple myeloma	GSE43743_BRD2	GSE43743_BRD2
GSE43743	BRD3	BRD3	-	MM1.S	Multiple myeloma	GSE43743_BRD3	GSE43743_BRD3
GSE43743	BRD4	BRD4	-	MM1.S	Multiple myeloma	GSE43743_BRD4	GSE43743_BRD4
GSE43743	CDK8	CDK8	-	MM1.S	Multiple myeloma	GSE43743_CDK8	GSE43743_CDK8
GSE43743	CTCF	CTCF	-	MM1.S	Multiple myeloma	GSE43743_CTCF	GSE43743_CTCF
GSE43785	AR	anti-AR	non-malignant adjacent tissues	LNCaP	-	GSE43785_anti-AR	GSE43785_AR
GSE43786	PR	PR	-	-	endothelial cells	GSE43786_PR	GSE43786_PR
GSE43834	E2A	anti-E2A	Hematopoietic	Kasumi-1 cells	-	GSE43834_anti-E2A	GSE43834_E2A
GSE43834	ETO	anti-ETO	Hematopoietic	Kasumi-1 cells	-	GSE43834_anti-ETO	GSE43834_ETO
GSE43834	HEB	anti-HEB	Hematopoietic	Kasumi-1 cells	-	GSE43834_anti-HEB	GSE43834_HEB
GSE43834	LMO2	anti-LMO2	Hematopoietic	Kasumi-1 cells	-	GSE43834_anti-LMO2	GSE43834_LMO2
GSE43876	MTG16	Mtg16 is a goat polyclonal Ab from santa cruz biotech	-	CAL-1	-	GSE43876_Mtg16_is_a_goat_polyclonal_Ab_from_santa_cruz_biotech	GSE43876_MTG16
GSE43876	TCF4	E2-2 Ab is a rabbit monoclonal Ab generated in Dr. Louis Staudt's lab	-	CAL-1	-	GSE43876_E2-2_Ab_is_a_rabbit_monoclonal_Ab_generated_in_Dr_Louis_Staudts_lab	GSE43876_TCF4
GSE43916	ASCL1	Ascl1	-	-	embryonic fibroblasts	GSE43916_Ascl1	GSE43916_ASCL1
GSE43916	BRN2	Brn2	-	-	embryonic fibroblasts	GSE43916_Brn2	GSE43916_BRN2
GSE43916	BRN-2	Santa Cruz Biotechnology SC-6029	-	-	embryonic fibroblasts	GSE43916_Santa_Cruz_Biotechnology_SC-6029	GSE43916_BRN-2
GSE43916	Myt1l	Myt1l	-	-	embryonic fibroblasts	GSE43916_Myt1l	GSE43916_Myt1l
GSE43985	ERa	ERα	-	Prostate cancer cell line	-	GSE43985_ERα	GSE43985_ERa
GSE43988	ERa	ERα	-	Prostate cancer cell line	-	GSE43988_ERα	GSE43988_ERa
GSE44061	KAP1	KAP1 [affinity-purified rabbit polyclonal antibody raised against KAP1 aa 20–418, RBCC	bone marrow	-	CD71+Ter119+ cells (facs sorted)	GSE44061_KAP1_affinity-purified_rabbit_polyclonal_antibody_raised_against_KAP1_aa_20–418_RBCC	GSE44061_KAP1
GSE44065	KAP1	KAP1 [affinity-purified rabbit polyclonal antibody raised against KAP1 aa 20–418, RBCC	bone marrow	-	CD71+Ter119+ cells (facs sorted)	GSE44065_KAP1_affinity-purified_rabbit_polyclonal_antibody_raised_against_KAP1_aa_20–418_RBCC	GSE44065_KAP1
GSE44220	SF-1	SF-1	-	H295R adrenocortical tumor cell line	-	GSE44220_SF-1	GSE44220_SF-1
GSE44224	NRSF_REST	NRSF/REST Millipore #07-579	-	H295R/TR SF-1 cells	adrenocortical tumor	GSE44224_NRSFREST_Millipore_#07-579	GSE44224_NRSF_REST
GSE44224	SF-1	SF-1	-	H295R/TR SF-1 cells	adrenocortical tumor	GSE44224_SF-1	GSE44224_SF-1
GSE44236	BMAL1	BMAL1	-	U2OS	-	GSE44236_BMAL1	GSE44236_BMAL1
GSE44236	CLOCK	CLOCK	-	U2OS	-	GSE44236_CLOCK	GSE44236_CLOCK
GSE44236	CRY1	CRY1	-	U2OS	-	GSE44236_CRY1	GSE44236_CRY1
GSE44257	AP-2alpha	AP-2α Antibody	-	breast carcinoma cell line MCF-7	-	GSE44257_AP-2α_Antibody	GSE44257_AP-2alpha
GSE44309	INO80	INO80	-	-	HeLa-S3 cells	GSE44309_INO80	GSE44309_INO80
GSE44309	SRCAP	SRCAP	-	-	HeLa-S3 cells	GSE44309_SRCAP	GSE44309_SRCAP
GSE44416	TEAD4	TEAD4	-	SNU216	gastric cancer cell	GSE44416_TEAD4	GSE44416_TEAD4
GSE44420	BACH2	BACH2	-	-	OCI-Ly7 lymphoma cells	GSE44420_BACH2	GSE44420_BACH2
GSE44420	BCL6	Bcl-6 Antibody	-	-	OCI-Ly7 lymphoma cells	GSE44420_Bcl-6_Antibody	GSE44420_BCL6
GSE44442	TAL1	against TAL1	-	-	-	GSE44442_against_TAL1	GSE44442_TAL1
GSE44551	PAX5	Pax-5 antibody	-	L428-PAX5	-	GSE44551_Pax-5_antibody	GSE44551_PAX5
GSE44724	CENP-A	CENP-A	-	MS4221	Lymphoblast	GSE44724_CENP-A	GSE44724_CENP-A
GSE44737	MBD3	anti-MBD3 antibody	-	MDA231	-	GSE44737_anti-MBD3_antibody	GSE44737_MBD3
GSE44849	XPB	Rabbit Polyclonal anti-XPB	-	HT1080	Fibrosarcoma cells	GSE44849_Rabbit_Polyclonal_anti-XPB	GSE44849_XPB
GSE44849	XPD	Rabbit Polyclonal anti-XPD	-	HT1080	Fibrosarcoma cells	GSE44849_Rabbit_Polyclonal_anti-XPD	GSE44849_XPD
GSE44939	IRF3	IRF3	-	immortalized Namalwa B cell line (ATCC CRL-1432)	-	GSE44939_IRF3	GSE44939_IRF3
GSE44939	MED1	MED1	-	immortalized Namalwa B cell line (ATCC CRL-1432)	-	GSE44939_MED1	GSE44939_MED1
GSE44939	NELF-A	NELFA	-	immortalized Namalwa B cell line (ATCC CRL-1432)	-	GSE44939_NELFA	GSE44939_NELF-A
GSE44939	NF-kB_p65	NFκB p65	-	immortalized Namalwa B cell line (ATCC CRL-1432)	-	GSE44939_NFκB_p65	GSE44939_NF-kB_p65
GSE45024	MPH7_MPB1_MPD5	equimolar mixture of Ms mAbs MPH7, MPB1, MPD5	-	-	HeLa	GSE45024_equimolar_mixture_of_Ms_mAbs_MPH7_MPB1_MPD5	GSE45024_MPH7_MPB1_MPD5
GSE45024	RB	Rb pAb UBN1-1358	-	-	HeLa	GSE45024_Rb_pAb_UBN1-1358	GSE45024_RB
GSE45024	WC15_WC19_WC117_WC119	equimolar mixture of Ms mAbs WC15, WC19, WC117, WC 119	-	-	HeLa	GSE45024_equimolar_mixture_of_Ms_mAbs_WC15_WC19_WC117_WC_119	GSE45024_WC15_WC19_WC117_WC119
GSE45025	MPH7_MPB1_MPD5	equimolar mixture of Ms mAbs MPH7, MPB1, MPD5	-	-	HeLa	GSE45025_equimolar_mixture_of_Ms_mAbs_MPH7_MPB1_MPD5	GSE45025_MPH7_MPB1_MPD5
GSE45025	RB	Rb pAb UBN1-1358	-	-	HeLa	GSE45025_Rb_pAb_UBN1-1358	GSE45025_RB
GSE45025	WC15_WC19_WC117_WC119	equimolar mixture of Ms mAbs WC15, WC19, WC117, WC 119	-	-	HeLa	GSE45025_equimolar_mixture_of_Ms_mAbs_WC15_WC19_WC117_WC_119	GSE45025_WC15_WC19_WC117_WC119
GSE45124	PSF	PSF	-	LNCaP	-	GSE45124_PSF	GSE45124_PSF
GSE45201	AR	sc-816 Santa Cruz	-	MDA-MB-453	breast cancer	GSE45201_sc-816_Santa_Cruz	GSE45201_AR
GSE45201	c-Myc	sc-764 Santa Cruz	-	MDA-MB-453	breast cancer	GSE45201_sc-764_Santa_Cruz	GSE45201_c-Myc
GSE45201	FOXA1	ab23738 Abcam	-	MDA-MB-453	breast cancer	GSE45201_ab23738_Abcam	GSE45201_FOXA1
GSE45201	TCF-4	sc-8631 Santa Cruz	-	MDA-MB-453	breast cancer	GSE45201_sc-8631_Santa_Cruz	GSE45201_TCF-4
GSE45203	AR	sc-816 Santa Cruz	-	MDA-MB-453	breast cancer	GSE45203_sc-816_Santa_Cruz	GSE45203_AR
GSE45203	c-Myc	sc-764 Santa Cruz	-	MDA-MB-453	breast cancer	GSE45203_sc-764_Santa_Cruz	GSE45203_c-Myc
GSE45203	FOXA1	ab23738 Abcam	-	MDA-MB-453	breast cancer	GSE45203_ab23738_Abcam	GSE45203_FOXA1
GSE45203	TCF-4	sc-8631 Santa Cruz	-	MDA-MB-453	breast cancer	GSE45203_sc-8631_Santa_Cruz	GSE45203_TCF-4
GSE45394	ZFX	ZFX	-	DAOY	medulloblastoma cell line	GSE45394_ZFX	GSE45394_ZFX
GSE45441	COREST	CoREST	-	-	spermatids	GSE45441_CoREST	GSE45441_CoREST
GSE45441	LSD1	LSD1	-	-	spermatids	GSE45441_LSD1	GSE45441_LSD1
GSE45441	SFMBT1	SFMBT1	-	-	spermatids	GSE45441_SFMBT1	GSE45441_SFMBT1
GSE45638	GR	GR	-	-	LCL	GSE45638_GR	GSE45638_GR
GSE45638	NF-kB_p65	anti-NFkB p65	-	-	LCL	GSE45638_anti-NFkB_p65	GSE45638_NF-kB_p65
GSE45640	GR	GR	-	GM19171	LCL	GSE45640_GR	GSE45640_GR
GSE45640	NF-kB_p65	anti-NFkB p65	-	GM19171	LCL	GSE45640_anti-NFkB_p65	GSE45640_NF-kB_p65
GSE45715	BRCA1	anti-BRCA1 rabbit polyclonal I-20	-	MCF10A	breast epithelial cells	GSE45715_anti-BRCA1_rabbit_polyclonal_I-20	GSE45715_BRCA1
GSE45715	PALB2	anti-PALB2 rabbit polyclonal	-	MCF10A	breast epithelial cells	GSE45715_anti-PALB2_rabbit_polyclonal	GSE45715_PALB2
GSE45738	AML1	anti-AML1-ETO [Calbiochem, catalog# PC283]	-	AML-patient-derived cell lines t(8;21) Kasumi-1	-	GSE45738_anti-AML1-ETO_Calbiochem_catalog#_PC283	GSE45738_AML1
GSE45738	AP4	anti-AP4 [Takeshi Egawa]	-	AML-patient-derived cell lines t(8;21) Kasumi-1	-	GSE45738_anti-AP4_Takeshi_Egawa	GSE45738_AP4
GSE45738	RUNX1	anti-RUNX1	-	AML-patient-derived cell lines t(8;21) Kasumi-1	-	GSE45738_anti-RUNX1	GSE45738_RUNX1
GSE45852	HSF1	HSF1	-	M0-91 cells	acute myelogenous leukemia cell line	GSE45852_HSF1	GSE45852_HSF1
GSE45864	PHF6	PHF6	-	-	Jurkat	GSE45864_PHF6	GSE45864_PHF6
GSE45984	BRD4	Brd4	-	-	Melanoma	GSE45984_Brd4	GSE45984_BRD4
GSE45984	CDK7	Cdk7	-	-	Melanoma	GSE45984_Cdk7	GSE45984_CDK7
GSE45984	MED1_TRAP220	Med1/TRAP220	-	-	Melanoma	GSE45984_Med1TRAP220	GSE45984_MED1_TRAP220
GSE46044	CBFB	CBFB	-	U937CM	leukemic cell line	GSE46044_CBFB	GSE46044_CBFB
GSE46044	ELF1	ELF1	-	U937CM	leukemic cell line	GSE46044_ELF1	GSE46044_ELF1
GSE46044	ERG	ERG	-	U937CM	leukemic cell line	GSE46044_ERG	GSE46044_ERG
GSE46044	FLI1	FLI1	-	U937CM	leukemic cell line	GSE46044_FLI1	GSE46044_FLI1
GSE46044	GATA2	GATA2	-	U937CM	leukemic cell line	GSE46044_GATA2	GSE46044_GATA2
GSE46044	HDAC1	HDAC1	-	U937CM	leukemic cell line	GSE46044_HDAC1	GSE46044_HDAC1
GSE46044	HEB	HEB	-	U937CM	leukemic cell line	GSE46044_HEB	GSE46044_HEB
GSE46044	MYH11	MYH11	-	U937CM	leukemic cell line	GSE46044_MYH11	GSE46044_MYH11
GSE46044	p300	p300	-	U937CM	leukemic cell line	GSE46044_p300	GSE46044_p300
GSE46044	PU.1	PU.1	-	U937CM	leukemic cell line	GSE46044_PU_1	GSE46044_PU.1
GSE46044	RUNX1	RUNX1	-	U937CM	leukemic cell line	GSE46044_RUNX1	GSE46044_RUNX1
GSE46044	TAL1	TAL1	-	U937CM	leukemic cell line	GSE46044_TAL1	GSE46044_TAL1
GSE46044	TBP	TBP	-	U937CM	leukemic cell line	GSE46044_TBP	GSE46044_TBP
GSE46055	JARID1B	JARID1B	-	HCC2157	breast cancer cells	GSE46055_JARID1B	GSE46055_JARID1B
GSE46166	c-Jun	c-Jun	-	BT549	triple negative breast cancer cells	GSE46166_c-Jun	GSE46166_c-Jun
GSE46166	Fra-1	Fra-1	-	BT549	triple negative breast cancer cells	GSE46166_Fra-1	GSE46166_Fra-1
GSE46194	GRHL2	GRHL2	-	-	Bronchial Epithelial Cells	GSE46194_GRHL2	GSE46194_GRHL2
GSE46641	p53_DO-1	p53 DO-1	-	-	osteosarcoma	GSE46641_p53_DO-1	GSE46641_p53_DO-1
GSE46663	BCL6	BCL6	-	OC-LY1	primary diffuse large B-cell lymphoma tumor	GSE46663_BCL6	GSE46663_BCL6
GSE46663	BRD4	Brd4	-	OC-LY1	primary diffuse large B-cell lymphoma tumor	GSE46663_Brd4	GSE46663_BRD4
GSE46663	E2F1	E2F1	-	OC-LY1	primary diffuse large B-cell lymphoma tumor	GSE46663_E2F1	GSE46663_E2F1
GSE46837	p63	p63	-	-	-	GSE46837_p63	GSE46837_p63
GSE46837	SOX2	SOX2	-	-	-	GSE46837_SOX2	GSE46837_SOX2
GSE46935	TFAP4	TFAP4, HPA001912, Sigma	-	DLD-1	-	GSE46935_TFAP4_HPA001912_Sigma	GSE46935_TFAP4
GSE46991	p53	mouse monoclonal anti-human p53	-	-	-	GSE46991_mouse_monoclonal_anti-human_p53	GSE46991_p53
GSE46992	p53	mouse monoclonal anti-human p53	-	-	nutlin-3 treated lymphoblastoid cells	GSE46992_mouse_monoclonal_anti-human_p53	GSE46992_p53
GSE46993	p53	mouse monoclonal anti-human p53	-	-	IR treated lymphoblastoid cells	GSE46993_mouse_monoclonal_anti-human_p53	GSE46993_p53
GSE47027	LRH-1	LRH-1	-	MCF-7	breast adenocarcinoma cells	GSE47027_LRH-1	GSE47027_LRH-1
GSE47027	MED12	Med12	-	MCF-7	breast adenocarcinoma cells	GSE47027_Med12	GSE47027_MED12
GSE47041	p53	p53 Antibody	-	MCF7	breast cancer cells	GSE47041_p53_Antibody	GSE47041_p53
GSE47043	p53	p53 Antibody	-	MCF7	breast cancer cells	GSE47043_p53_Antibody	GSE47043_p53
GSE47120	AR	Rabbit Anti-AR	-	-	prostate cancer	GSE47120_Rabbit_Anti-AR	GSE47120_AR
GSE47120	ETV1	Rabbit Anti-ETV1	-	-	prostate cancer	GSE47120_Rabbit_Anti-ETV1	GSE47120_ETV1
GSE47152	Myc	anti-myc tag	-	-	Primary aortic valve endothelial cells	GSE47152_anti-myc_tag	GSE47152_Myc
GSE47164	HOXB7	HOXB7	-	-	Breast cancer cells derived from ductal carcinoma	GSE47164_HOXB7	GSE47164_HOXB7
GSE47188	PU.1	anti PU.1	-	-	monocyte derived macrophages	GSE47188_anti_PU_1	GSE47188_PU.1
GSE47190	BRPF2	Brpf2	-	RKO	-	GSE47190_Brpf2	GSE47190_BRPF2
GSE47220	AR	Rabbit Anti-AR	-	LNCaP	prostate cancer	GSE47220_Rabbit_Anti-AR	GSE47220_AR
GSE47220	ERG	Rabbit Anti-ERG	-	LNCaP	prostate cancer	GSE47220_Rabbit_Anti-ERG	GSE47220_ERG
GSE47220	ETV1	Rabbit Anti-ETV1	-	LNCaP	prostate cancer	GSE47220_Rabbit_Anti-ETV1	GSE47220_ETV1
GSE47535	GATA6	anti hGATA6 R&D AF1700	-	PaTu8988S	pancreatic ductal adenocarcinoma	GSE47535_anti_hGATA6_RD_AF1700	GSE47535_GATA6
GSE47537	GATA6	anti hGATA6 R&D AF1700	-	PaTu8988S	pancreatic ductal adenocarcinoma	GSE47537_anti_hGATA6_RD_AF1700	GSE47537_GATA6
GSE47590	TET2	anti TET2	-	HCT116 colorectal cancer cell line	-	GSE47590_anti_TET2	GSE47590_TET2
GSE47629	EBNA2	EBNA 2	-	Mutu III	-	GSE47629_EBNA_2	GSE47629_EBNA2
GSE47629	EBNA3	EBNA 3	-	Mutu III	-	GSE47629_EBNA_3	GSE47629_EBNA3
GSE47677	MeCP2	MeCP2	-	HCT116	-	GSE47677_MeCP2	GSE47677_MeCP2
GSE47784	p18	P18	-	-	OCI-Ly7 lymphoma cells	GSE47784_P18	GSE47784_p18
GSE47849	BDP1	anti-human BDP1: CS914, raised against peptide CSDRYRIYKAQK, like CS913 {Schramm, 2000 #97}	-	-	Hepa 1-6 cells	GSE47849_anti-human_BDP1_CS914_raised_against_peptide_CSDRYRIYKAQK_like_CS913_{Schramm_2000_#97}	GSE47849_BDP1
GSE47849	POLR3D	anti-POLR3D	-	-	Hepa 1-6 cells	GSE47849_anti-POLR3D	GSE47849_POLR3D
GSE47849	POLR3G	anti-human POLR3G SZ3070 antibody	-	-	Hepa 1-6 cells	GSE47849_anti-human_POLR3G_SZ3070_antibody	GSE47849_POLR3G
GSE47849	POLR3G	anti-mouse POLR3G ZCH10075-1430 Ab, raised against peptide VGFSRGEKLPDVVLK	-	-	Hepa 1-6 cells	GSE47849_anti-mouse_POLR3G_ZCH10075-1430_Ab_raised_against_peptide_VGFSRGEKLPDVVLK	GSE47849_POLR3G_ab
GSE47849	POLR3GL	anti-human POLR3GL SZ3072 Ab, raised against peptide RPPKTTEDKEETIK	-	-	Hepa 1-6 cells	GSE47849_anti-human_POLR3GL_SZ3072_Ab_raised_against_peptide_RPPKTTEDKEETIK	GSE47849-h_POLR3GL
GSE47849	POLR3GL	anti-mouse POLR3GL ZCH10079-1434 Ab, raised against peptide RPPKSTDDKEETIQK	-	-	Hepa 1-6 cells	GSE47849_anti-mouse_POLR3GL_ZCH10079-1434_Ab_raised_against_peptide_RPPKSTDDKEETIQK	GSE47849_POLR3GL
GSE47938	AFF4	anti-AFF4	-	HCT116	S2; Schneider's Drosophila Line 2;  Marco Blanchette's Lab	GSE47938_anti-AFF4	GSE47938_AFF4
GSE47938	ELL1	anti-ELL1	-	HCT116	S2; Schneider's Drosophila Line 2;  Marco Blanchette's Lab	GSE47938_anti-ELL1	GSE47938_ELL1
GSE47938	ICE1	anti-Ice1	-	HCT116	S2; Schneider's Drosophila Line 2;  Marco Blanchette's Lab	GSE47938_anti-Ice1	GSE47938_ICE1
GSE47938	ICE1-CT	ICE1-CT	-	HCT116	S2; Schneider's Drosophila Line 2;  Marco Blanchette's Lab	GSE47938_ICE1-CT	GSE47938_ICE1-CT
GSE47938	ICE2-NT	ICE2 NT	-	HCT116	S2; Schneider's Drosophila Line 2;  Marco Blanchette's Lab	GSE47938_ICE2_NT	GSE47938_ICE2-NT
GSE47938	ZC3H8	ZC3H8	-	HCT116	S2; Schneider's Drosophila Line 2;  Marco Blanchette's Lab	GSE47938_ZC3H8	GSE47938_ZC3H8
GSE47987	ARE	Anti-Androgen Receptor	-	prostate cancer cell line DU145	-	GSE47987_Anti-Androgen_Receptor	GSE47987_ARE
GSE47987	FOXA1	Anti-FOXA1 antibody	-	prostate cancer cell line DU145	-	GSE47987_Anti-FOXA1_antibody	GSE47987_FOXA1
GSE48176	TFAM	custom antibody, 20F8A9	-	HeLa	-	GSE48176_custom_antibody_20F8A9	GSE48176_TFAM
GSE48176	TFAM	custom antibody, 20G2C12	-	HeLa	-	GSE48176_custom_antibody_20G2C12	GSE48176_TFAM_2
GSE48308	AR	AR	-	mixed LuCaPs	-	GSE48308_AR	GSE48308_AR
GSE48374	GR	GR	-	Human Embryonal Kidney Cells	-	GSE48374_GR	GSE48374_GR
GSE48374	SUMO-2_3	SUMO-2/3	-	Human Embryonal Kidney Cells	-	GSE48374_SUMO-23	GSE48374_SUMO-2_3
GSE48423	ZMYND11	ZMYND11, home-made	-	-	U2OS Cells	GSE48423_ZMYND11_home-made	GSE48423_ZMYND11
GSE48515	EZH2	EZH2	-	-	-	GSE48515_EZH2	GSE48515_EZH2
GSE48515	JARID2	JARID2	-	-	-	GSE48515_JARID2	GSE48515_JARID2
GSE48516	EZH2	EZH2	-	-	-	GSE48516_EZH2	GSE48516_EZH2
GSE48516	JARID2	JARID2	-	-	-	GSE48516_JARID2	GSE48516_JARID2
GSE48930	ERa	ERα	-	-	MCF-7 breast cancer cell line	GSE48930_ERα	GSE48930_ERa
GSE48930	SPDEF	SPDEF	-	-	MCF-7 breast cancer cell line	GSE48930_SPDEF	GSE48930_SPDEF
GSE49014	NRSF_REST	NRSF/REST Millipore #07-579	-	H295R/TR SF-1 cells	adrenocortical tumor	GSE49014_NRSFREST_Millipore_#07-579	GSE49014_NRSF_REST
GSE49091	ERG	ERG	-	Jurkat	-	GSE49091_ERG	GSE49091_ERG
GSE49091	GABPa	GABPa	-	Jurkat	-	GSE49091_GABPa	GSE49091_GABPa
GSE49199	CTNNB1	beta-catenin	-	-	Primary regulatory T cells	GSE49199_beta-catenin	GSE49199_CTNNB1
GSE49224	BRD4	Brd4	-	-	H2171	GSE49224_Brd4	GSE49224_BRD4
GSE49224	CDK9	Cdk9	-	-	H2171	GSE49224_Cdk9	GSE49224_CDK9
GSE49224	IRF4	IRF4	-	-	H2171	GSE49224_IRF4	GSE49224_IRF4
GSE49224	MED1_TRAP220	Med1/TRAP220	-	-	H2171	GSE49224_Med1TRAP220	GSE49224_MED1_TRAP220
GSE49320	GATA6	anti-hGATA6	-	LS174T	colorectal carcinoma	GSE49320_anti-hGATA6	GSE49320_GATA6
GSE49338	EBNALP	monoclonal anti-EBNALP	-	IB4 LCL	-	GSE49338_monoclonal_anti-EBNALP	GSE49338_EBNALP
GSE49404	SOX2	Santa Cruz SOX2	-	ReN-VM	-	GSE49404_Santa_Cruz_SOX2	GSE49404_SOX2
GSE49428	NFATc1	NFATc1	-	-	human umbilical vein endothelial cells	GSE49428_NFATc1	GSE49428_NFATc1
GSE49570	REST	anti-REST Ab	-	-	CD4+ T cell	GSE49570_anti-REST_Ab	GSE49570_REST
GSE50144	PPARbeta	PPARβ/δ	-	-	Human umbilical vein cells	GSE50144_PPARβδ	GSE50144_PPARbeta
GSE50177	EZH2	EZH2	-	-	-	GSE50177_EZH2	GSE50177_EZH2
GSE50413	MyoD	MyoD	Rhabdomyosarcoma	-	-	GSE50413_MyoD	GSE50413_MyoD
GSE50415	MyoD	MyoD	Rhabdomyosarcoma	-	primary human muscle myoblasts	GSE50415_MyoD	GSE50415_MyoD
GSE50491	BRD4	antibody against BRD4 long form	-	HEK293T	-	GSE50491_antibody_against_BRD4_long_form	GSE50491_BRD4
GSE50622	CDK7	Cdk7	-	MM1.S	-	GSE50622_Cdk7	GSE50622_CDK7
GSE50622	CDK9	Cdk9	-	MM1.S	-	GSE50622_Cdk9	GSE50622_CDK9
GSE50681	MITF	anti-MITF	-	COLO829 melanoma cell line	Primary Melanocyte	GSE50681_anti-MITF	GSE50681_MiTF
GSE50723	STAT3	STAT3	-	U-2932	-	GSE50723_STAT3	GSE50723_STAT3
GSE50893	CTCF	CTCF	-	MS1	-	GSE50893_CTCF	GSE50893_CTCF
GSE50893	SA1	SA1	-	MS1	-	GSE50893_SA1	GSE50893_SA1
GSE50925	CSB	Mouse monoclonal anti-CSB N Terminus	-	-	fibroblast	GSE50925_Mouse_monoclonal_anti-CSB_N_Terminus	GSE50925_CSB
GSE51004	c-Myc	c-Myc N262	-	-	B cells from spleen	GSE51004_c-Myc_N262	GSE51004_c-Myc
GSE51022	ERa	ERα	-	MDA-MB-134	invasive lobular carcinoma cells	GSE51022_ERα	GSE51022_ERa
GSE51117	CBP	anti-CBP [CBP/anti-KAT3A-chip grade, cat no. ab2832 ABCAM]	-	Human Kidney Embryonic Cell line HEK293	-	GSE51117_anti-CBP_CBPanti-KAT3A-chip_grade_cat_no_ab2832_ABCAM	GSE51117_CBP
GSE51117	p300	anti-p300 [affinity purified p300 from our lab	-	Human Kidney Embryonic Cell line HEK293	-	GSE51117_anti-p300_affinity_purified_p300_from_our_lab	GSE51117_p300
GSE51118	CBP	anti-CBP [CBP/anti-KAT3A-chip grade, cat no. ab2832 ABCAM]	-	Human Kidney Embryonic Cell line HEK293	-	GSE51118_anti-CBP_CBPanti-KAT3A-chip_grade_cat_no_ab2832_ABCAM	GSE51118_CBP
